record,age,sex,grade,race4,race7,bmi,stweight
1311619,15 years old,Female,10th,White,White,17.537800000000004,39.46
1303755,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,28.408299999999997,82.1
1303794,14 years old,Male,9th,Black or African American,Black or African American,23.003,56.7
922327,12 years old or younger,Male,NA,Black or African American,Black or African American,NA,NA
927960,17 years old,Male,9th,White,White,NA,NA
637695,15 years old,Female,10th,Black or African American,Black or African American,17.68,49.9
120336,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
39054,16 years old,Female,12th,Black or African American,Black or African American,NA,NA
190814,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1316650,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,18.0742,46.27
1104873,16 years old,Female,11th,White,White,22.339100000000002,63.05
191261,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1309178,18 years old or older,Male,12th,White,White,20.5711,58.06
1307319,16 years old,Male,10th,White,White,20.8576,69.85
634114,17 years old,Male,9th,Black or African American,Black or African American,29.2888,124.29
1304927,15 years old,Male,9th,All other races,Am Indian / Alaska Native,21.1611,52.160000000000004
924999,16 years old,Male,11th,Black or African American,Black or African American,23.1015,81.64999999999999
36601,14 years old,Female,9th,White,White,NA,NA
403253,14 years old,Female,9th,All other races,Am Indian / Alaska Native,20.7197,59.879999999999995
1304773,15 years old,Male,9th,White,White,19.158900000000003,52.160000000000004
767314,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,22.917,66.23
507128,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,33.7514,95.26
1304637,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,24.2507,72.58
1106237,16 years old,Female,10th,Black or African American,Black or African American,22.6556,54.43
1311675,15 years old,Female,9th,White,White,19.3233,47.63
40391,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
1307161,16 years old,Male,9th,Black or African American,Black or African American,22.0702,67.59
1102008,18 years old or older,Male,12th,Black or African American,Black or African American,18.7945,56.25
933824,16 years old,Female,9th,White,White,32.9881,89.81
922262,NA,NA,NA,NA,NA,NA,NA
1313462,16 years old,Female,10th,All other races,Am Indian / Alaska Native,19.492199999999997,49.9
1303691,14 years old,Male,9th,White,White,27.089499999999997,90.72
1313988,16 years old,Female,9th,Black or African American,Black or African American,39.563500000000005,97.52
1101583,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,20.0417,63.5
334244,17 years old,Female,10th,Black or African American,Black or African American,28.896900000000002,50.349999999999994
1314330,17 years old,Female,11th,White,White,21.6602,58.97
325653,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,25.608800000000002,68.04
409048,18 years old or older,Female,12th,All other races,Asian,19.3233,47.63
325268,16 years old,Male,9th,White,White,26.6817,77.11
924730,15 years old,Male,10th,All other races,Asian,29.3492,92.99000000000001
1308753,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,21.5017,62.14
263727,14 years old,Female,9th,White,White,NA,NA
35155,17 years old,Male,12th,White,White,NA,NA
1104848,16 years old,Female,9th,White,White,19.607400000000002,55.339999999999996
1311958,15 years old,Female,9th,Black or African American,Black or African American,29.452699999999997,70.76
763055,16 years old,Male,10th,All other races,Multiple - Non-Hispanic,19.4931,53.07
933548,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,18.25,46.720000000000006
1314340,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,20.8936,58.97
925824,16 years old,Male,11th,All other races,Asian,23.7033,79.38
322317,15 years old,Male,9th,Black or African American,Black or African American,26.952199999999998,95.26
922287,16 years old,NA,9th,Black or African American,Black or African American,NA,NA
1310978,14 years old,Female,9th,White,White,22.468299999999996,53.98
1109652,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
1094556,NA,Male,10th,White,White,NA,NA
927691,17 years old,Male,11th,All other races,Asian,31.5,102.06
937618,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,22.847,54.89
1100522,17 years old,Male,10th,All other races,Asian,22.0458,69.85
928251,17 years old,Male,11th,All other races,Native Hawaiian/other PI,28.4938,97.52
927874,17 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.975299999999997,65.77
929162,18 years old or older,Male,12th,White,White,21.672800000000002,72.58
266933,16 years old,Female,10th,White,White,NA,NA
1314117,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,29.088699999999996,82.1
37349,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
40878,17 years old,Female,12th,All other races,Asian,NA,NA
634138,17 years old,Male,12th,All other races,Native Hawaiian/other PI,52.2841,160.12
1096202,15 years old,Male,10th,White,White,23.072699999999998,66.67999999999999
508327,15 years old,Female,10th,All other races,Am Indian / Alaska Native,19.7751,57.15
930532,14 years old,Female,9th,White,White,21.4746,68.04
924982,16 years old,Male,10th,All other races,Am Indian / Alaska Native,23.3029,65.77
1308445,17 years old,Male,11th,White,White,24.3832,86.17999999999999
1313053,16 years old,Female,10th,White,White,22.8763,60.78
1106322,16 years old,Female,11th,Black or African American,Black or African American,16.7498,53.07
32466,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
923825,15 years old,Male,9th,NA,NA,33.3422,99.79
1315760,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,25.825499999999998,70.31
330897,15 years old,Female,9th,Black or African American,Black or African American,24.429599999999997,68.95
1098420,16 years old,Male,10th,All other races,Multiple - Non-Hispanic,21.697800000000004,61.24
35860,18 years old or older,Male,11th,White,White,NA,NA
1313131,16 years old,Female,10th,White,White,21.8525,58.06
33787,16 years old,Male,10th,White,White,NA,NA
30761,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1305007,15 years old,Male,9th,Black or African American,Black or African American,20.8264,56.7
35439,18 years old or older,Male,12th,White,White,NA,NA
925123,16 years old,Male,10th,Black or African American,Black or African American,22.958399999999997,70.31
1310875,14 years old,Female,9th,White,White,23.558699999999998,54.43
1314794,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,25.4913,69.4
32587,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
34823,17 years old,Male,11th,NA,NA,NA,NA
33857,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
511045,16 years old,Female,9th,White,White,24.8889,45.36
109764,16 years old,Male,11th,Black or African American,Black or African American,NA,NA
397056,15 years old,Male,11th,All other races,Multiple - Non-Hispanic,15.749299999999998,49.9
937478,18 years old or older,Female,12th,White,White,26.659300000000002,72.58
1101777,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,28.1682,74.84
923982,15 years old,Male,9th,Black or African American,Black or African American,20.492199999999997,55.790000000000006
1313895,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,35.4375,90.72
108379,15 years old,Male,10th,All other races,NA,NA,NA
1306363,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,21.108,76.2
1316550,18 years old or older,Female,11th,Black or African American,Black or African American,NA,NA
327700,18 years old or older,Male,11th,All other races,Am Indian / Alaska Native,NA,43.55
933032,15 years old,Female,10th,White,White,25.6566,69.85
322435,15 years old,Male,9th,All other races,Native Hawaiian/other PI,20.5711,58.06
1303957,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.261699999999998,54.43
327785,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,20.0417,63.5
106943,12 years old or younger,Male,NA,All other races,NA,NA,NA
511031,16 years old,Female,11th,White,White,22.917,66.23
268169,16 years old,Female,10th,White,White,NA,NA
762529,15 years old,Male,9th,All other races,Asian,18.514300000000002,56.7
122743,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1109169,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,18.781299999999998,49.9
31168,15 years old,Male,10th,All other races,Asian,NA,NA
930373,NA,Female,NA,NA,NA,NA,NA
36604,14 years old,Female,9th,White,White,NA,NA
1313791,16 years old,Female,10th,White,White,17.2419,45.809999999999995
1313790,16 years old,Female,10th,White,White,26.1207,69.4
1100391,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,20.0417,63.5
1096864,15 years old,Male,9th,All other races,Asian,19.3233,47.63
39577,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
182266,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
631612,16 years old,Male,10th,All other races,Native Hawaiian/other PI,34.8082,106.6
929676,18 years old or older,Male,12th,White,White,NA,NA
1310368,18 years old or older,Male,12th,White,White,21.700599999999998,70.31
1309138,17 years old,Male,11th,White,White,24.4376,74.84
1316273,18 years old or older,Female,12th,White,White,22.8246,62.14
1306935,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,28.4941,85.28
926793,16 years old,Male,9th,Black or African American,Black or African American,22.8763,60.78
771083,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,31.4489,70.76
1313341,16 years old,Female,11th,All other races,Asian,20.486299999999996,54.43
1309057,17 years old,Male,12th,Black or African American,Black or African American,20.4618,61.24
180708,14 years old,Male,9th,Black or African American,Black or African American,NA,NA
1307081,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,22.757800000000003,65.77
33509,16 years old,Male,9th,White,White,NA,NA
1312147,15 years old,Female,10th,White,White,25.3395,82.1
499544,14 years old,Male,9th,All other races,Asian,18.219800000000003,NA
181267,15 years old,Male,10th,White,White,NA,NA
935756,17 years old,Female,12th,White,White,24.991699999999998,68.04
1102787,14 years old,Female,9th,White,White,22.195,58.97
321779,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,26.463199999999997,70.31
329014,14 years old,Female,9th,All other races,Native Hawaiian/other PI,19.492199999999997,49.9
936455,17 years old,Female,11th,White,White,20.8936,58.97
764179,16 years old,Male,9th,All other races,Multiple - Non-Hispanic,24.919800000000002,80.74000000000001
1310815,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,21.3477,52.620000000000005
1309407,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,22.4012,72.58
1306245,16 years old,Male,11th,Black or African American,Black or African American,20.375,52.160000000000004
924305,15 years old,Male,9th,White,White,23.7994,77.11
324066,16 years old,Male,10th,All other races,Asian,16.2181,NA
506609,18 years old or older,Male,9th,All other races,Asian,19.476499999999998,70.31
1106810,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,21.1611,52.160000000000004
938259,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,22.195,58.97
924386,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,20.045399999999997,67.13
42623,18 years old or older,Female,10th,Black or African American,Black or African American,NA,NA
1105748,16 years old,Female,9th,White,White,15.5896,44
1311327,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,23.9792,57.61
761653,15 years old,Male,10th,All other races,Am Indian / Alaska Native,35.12050000000001,120.2
922290,17 years old,NA,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
334721,17 years old,Female,11th,White,White,20.7305,53.07
1307421,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,23.492299999999997,70.31
256385,15 years old,Male,10th,White,White,NA,NA
1109566,18 years old or older,Female,12th,Black or African American,Black or African American,22.659300000000002,61.690000000000005
1306109,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,22.2794,66.67999999999999
1095217,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,20.4618,61.24
333641,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,22.4512,55.339999999999996
114600,18 years old or older,Male,11th,All other races,Asian,NA,NA
1312212,15 years old,Female,10th,White,White,23.0494,61.24
638438,16 years old,Female,9th,Black or African American,Black or African American,20.089299999999998,56.7
1311665,15 years old,Female,9th,NA,NA,17.9269,47.63
933401,16 years old,Female,11th,White,White,20.4618,61.24
1313721,16 years old,Female,10th,Black or African American,Black or African American,27.489399999999996,74.84
933964,16 years old,Female,9th,Black or African American,Black or African American,24.1696,69.85
1310275,18 years old or older,Male,12th,All other races,Asian,18.286599999999996,61.24
266950,16 years old,Female,12th,Black or African American,Black or African American,NA,NA
922399,14 years old,Male,9th,White,White,19.6996,60.33
33005,16 years old,Male,11th,White,White,NA,NA
1303522,NA,Male,NA,NA,NA,NA,NA
931394,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,21.697800000000004,61.24
113766,18 years old or older,Male,9th,Black or African American,Black or African American,NA,NA
1309479,18 years old or older,Male,12th,Black or African American,Black or African American,23.6996,72.58
1103359,15 years old,Female,10th,White,White,26.0469,66.67999999999999
1307089,16 years old,Male,11th,White,White,21.8395,70.76
923318,15 years old,Male,10th,Black or African American,Black or African American,19.2244,69.4
628745,17 years old,NA,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1100540,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,18.3633,53.07
1314840,17 years old,Female,11th,White,White,19.8802,68.04
501307,15 years old,Male,9th,All other races,Am Indian / Alaska Native,25.825499999999998,70.31
925011,16 years old,Male,10th,Black or African American,Black or African American,26.958399999999997,82.56
38994,16 years old,Female,11th,White,White,NA,NA
30918,14 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1304374,15 years old,Male,9th,Black or African American,Black or African American,19.668,50.349999999999994
923600,15 years old,Male,10th,NA,NA,21.1903,61.24
502914,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,31.8433,97.52
1309315,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,20.8576,69.85
36104,18 years old or older,Male,11th,All other races,Am Indian / Alaska Native,NA,NA
1313155,16 years old,Female,11th,White,White,28.5245,70.31
34055,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
1306523,16 years old,Male,11th,White,White,20.317100000000003,68.04
1311586,15 years old,Female,9th,White,White,21.9945,59.879999999999995
332200,16 years old,Female,10th,All other races,Multiple - Non-Hispanic,19.284999999999997,54.43
938463,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,22.195,58.97
1310673,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1310303,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,21.825,65.32
1316760,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,24.795599999999997,55.790000000000006
187558,15 years old,Female,11th,Black or African American,Black or African American,NA,NA
1106713,16 years old,Female,10th,Black or African American,Black or African American,17.2989,42.64
117630,16 years old,Female,9th,Black or African American,Black or African American,NA,NA
927766,17 years old,Male,11th,Black or African American,Black or African American,23.3029,65.77
1095547,15 years old,Male,9th,All other races,Am Indian / Alaska Native,NA,NA
1312461,15 years old,Female,10th,All other races,Multiple - Non-Hispanic,20.77,49.9
1307820,17 years old,Male,11th,White,White,25.4759,78.02
922361,14 years old,Male,9th,All other races,Asian,18.611900000000006,58.97
1316556,18 years old or older,Female,12th,White,White,30.0463,79.83
404440,15 years old,Female,9th,All other races,Am Indian / Alaska Native,24.8889,45.36
38875,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
933237,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,27.8294,73.94000000000001
1304629,15 years old,Male,10th,White,White,21.261699999999998,54.43
1101244,18 years old or older,Male,12th,White,White,25.114200000000004,72.58
937919,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,19.284999999999997,54.43
35528,18 years old or older,Male,9th,Black or African American,Black or African American,NA,NA
114995,14 years old,Female,9th,White,White,NA,NA
926821,16 years old,Male,10th,NA,NA,23.4931,63.96
1309758,18 years old or older,Male,12th,All other races,Asian,21.045299999999997,66.67999999999999
1304969,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,21,68.04
183700,17 years old,Male,10th,White,White,NA,NA
331580,16 years old,Female,10th,All other races,Native Hawaiian/other PI,24.5412,56.7
33882,17 years old,Male,12th,Black or African American,Black or African American,NA,NA
332147,16 years old,Female,11th,All other races,Asian,18.269399999999997,48.54
118244,16 years old,Female,10th,All other races,NA,NA,NA
1314734,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1108146,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,28.6327,90.72
112458,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1095960,15 years old,Male,9th,All other races,Asian,17.182,52.620000000000005
1310328,18 years old or older,Male,12th,White,White,20.8936,58.97
1098874,16 years old,Male,11th,All other races,Asian,23.6996,72.58
1314429,17 years old,Female,11th,All other races,Asian,18.402399999999997,45.36
1303891,14 years old,Male,9th,White,White,25.7157,72.58
935410,17 years old,Female,11th,Black or African American,Black or African American,22.1484,56.7
1311685,15 years old,Female,10th,White,White,25.114200000000004,72.58
37293,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
408997,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,18.0332,44.449999999999996
189376,17 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1104319,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,24.844800000000003,61.24
408587,17 years old,Female,12th,Black or African American,Black or African American,20.1616,54.89
191327,18 years old or older,Female,NA,All other races,Asian,NA,NA
1309251,18 years old or older,Male,12th,White,White,18.9448,56.7
1303917,14 years old,Male,9th,White,White,25.114200000000004,72.58
1312269,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,24.991699999999998,68.04
922661,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,26.179000000000002,84.82
926886,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,24.9114,70.31
1312642,15 years old,Female,10th,White,White,22.1484,56.7
1096192,15 years old,Male,10th,White,White,22.191000000000003,70.31
326746,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,22.9075,72.58
406225,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,19.2591,46.27
1309215,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,19.476499999999998,70.31
1097146,16 years old,Male,11th,Black or African American,Black or African American,21.3706,63.96
1315874,17 years old,Female,11th,White,White,22.195,58.97
1096995,15 years old,Male,10th,All other races,Am Indian / Alaska Native,18.8271,63.05
930415,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,21.171300000000002,56.25
1309762,18 years old or older,Male,12th,White,White,24.9114,70.31
1311570,15 years old,Female,9th,White,White,19.7033,58.97
1304349,15 years old,Male,10th,White,White,21.2809,68.95
403518,14 years old,Female,NA,White,White,18.490399999999998,55.339999999999996
1308699,17 years old,Male,11th,White,White,35.79090000000001,113.4
114977,14 years old,Female,9th,White,White,NA,NA
1306381,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,31.184900000000003,110.22
1105263,16 years old,Female,11th,White,White,25.1602,64.41000000000001
1310532,14 years old,Female,9th,All other races,Native Hawaiian/other PI,23.9239,58.97
1310372,18 years old or older,Male,12th,White,White,25.130200000000002,90.72
187986,16 years old,Female,12th,White,White,NA,NA
511850,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,22.6556,54.43
631154,16 years old,Male,9th,Black or African American,Black or African American,18.9448,56.7
926951,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
42561,18 years old or older,Female,NA,Hispanic/Latino,Hispanic/Latino,NA,NA
934878,16 years old,Female,10th,White,White,21.053,59.42
1308920,17 years old,Male,11th,White,White,26.005599999999998,87.09
118231,16 years old,Female,11th,All other races,Asian,NA,NA
935489,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,22.177800000000005,49.9
269138,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
506216,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,27.402399999999997,83.92
1104099,15 years old,Female,10th,Black or African American,Black or African American,28.657500000000002,78.02
931438,15 years old,Female,10th,White,White,17.5844,46.720000000000006
1307145,16 years old,Male,10th,White,White,17.6261,53.98
922754,14 years old,Male,9th,White,White,17.7188,45.36
1316560,18 years old or older,Female,12th,White,White,26.5164,74.84
335791,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,18.1422,NA
1303768,14 years old,Male,9th,NA,NA,42.1849,68.04
925206,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,28.1404,86.17999999999999
1312651,15 years old,Female,9th,White,White,18.6782,53.98
1312532,15 years old,Female,9th,Black or African American,Black or African American,18.781299999999998,49.9
1309406,18 years old or older,Male,12th,Black or African American,Black or African American,23.642599999999998,70.76
1316741,18 years old or older,Female,12th,White,White,16.2939,49.9
925866,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,18.1864,54.43
182798,16 years old,Male,10th,White,White,NA,NA
181199,15 years old,Male,9th,All other races,Am Indian / Alaska Native,NA,NA
402379,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,NA,NA
1305861,16 years old,Male,11th,White,White,20.317100000000003,68.04
260786,17 years old,Male,11th,All other races,Am Indian / Alaska Native,NA,NA
927855,17 years old,Male,11th,White,White,31.495399999999997,99.79
332905,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,41.405300000000004,102.06
1096651,15 years old,Male,10th,Black or African American,Black or African American,28.774800000000003,91.16999999999999
111191,16 years old,Male,11th,White,White,NA,NA
1311603,15 years old,Female,9th,White,White,19.3284,61.24
1308692,17 years old,Male,10th,Black or African American,Black or African American,21.206699999999998,72.58
40386,17 years old,Female,11th,Black or African American,Black or African American,NA,NA
270877,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
268324,16 years old,Female,10th,All other races,Asian,NA,NA
1306029,16 years old,Male,11th,White,White,22.5303,77.11
937601,18 years old or older,Female,12th,White,White,NA,NA
760816,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,28.252599999999997,81.64999999999999
114398,18 years old or older,Male,10th,Black or African American,Black or African American,NA,NA
1316182,18 years old or older,Female,12th,White,White,17.1607,46.720000000000006
927763,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,23.1015,81.64999999999999
32061,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1313536,16 years old,Female,9th,Black or African American,Black or African American,NA,NA
767951,14 years old,Female,9th,NA,NA,20.3913,48.99
1108032,17 years old,Female,12th,All other races,Am Indian / Alaska Native,20.991699999999998,57.15
1309081,17 years old,Male,12th,NA,NA,22.2872,64.41000000000001
1096502,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.672800000000002,72.58
322892,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,35.79090000000001,113.4
1305859,16 years old,Male,11th,Black or African American,Black or African American,17.2301,58.97
264773,15 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
186150,14 years old,Female,9th,All other races,NA,NA,NA
1313098,16 years old,Female,11th,White,White,33.7514,95.26
1108781,17 years old,Female,11th,White,White,25.0709,70.76
329143,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,17.1875,44
257198,15 years old,Male,11th,Black or African American,Black or African American,NA,NA
934348,16 years old,Female,11th,White,White,23.784699999999997,67.13
121908,18 years old or older,Female,11th,Black or African American,Black or African American,NA,NA
1109312,18 years old or older,Female,11th,Black or African American,Black or African American,31.5,102.06
261674,17 years old,Male,11th,All other races,Asian,NA,NA
42280,18 years old or older,Female,11th,All other races,Am Indian / Alaska Native,NA,NA
35617,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1313646,16 years old,Female,11th,Black or African American,Black or African American,26.1207,69.4
928923,17 years old,Male,12th,All other races,Asian,28.8816,88.45
1316827,18 years old or older,Female,12th,Black or African American,Black or African American,37.2109,95.26
40936,17 years old,Female,11th,All other races,NA,NA,NA
40436,17 years old,Female,11th,White,White,NA,NA
760479,14 years old,NA,9th,Black or African American,Black or African American,NA,NA
633935,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,34.6509,122.47
922447,14 years old,Male,9th,White,White,NA,NA
408199,17 years old,Female,11th,Black or African American,Black or African American,48.2143,136.08
185431,18 years old or older,Male,12th,All other races,Asian,NA,NA
1316118,18 years old or older,Female,11th,Black or African American,Black or African American,20.492199999999997,55.790000000000006
1316865,18 years old or older,Female,12th,White,White,19.0952,57.15
1095722,15 years old,Male,10th,White,White,19.7033,58.97
925702,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,26.486599999999996,83.92
1101470,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,21.3754,60.33
1099705,17 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,16.125,41.28
937050,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,23.9219,61.24
270411,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
930659,14 years old,Female,9th,White,White,18.6055,47.63
1306238,16 years old,Male,10th,White,White,NA,NA
1096128,15 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,19.284999999999997,54.43
1312617,15 years old,Female,9th,White,White,32.1543,87.54
1309679,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,31.391000000000002,90.72
271856,18 years old or older,Female,11th,White,White,NA,NA
31274,15 years old,Male,9th,All other races,NA,NA,NA
1316169,18 years old or older,Female,12th,Black or African American,Black or African American,21.7107,52.160000000000004
763602,16 years old,Male,10th,All other races,Native Hawaiian/other PI,18.9012,61.24
1316943,18 years old or older,Female,12th,White,White,29.9908,81.64999999999999
1316249,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,25.3966,62.6
330461,15 years old,Female,9th,Black or African American,Black or African American,23.9219,61.24
258835,16 years old,Male,10th,All other races,Asian,NA,NA
122503,18 years old or older,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
937511,18 years old or older,Female,11th,Black or African American,Black or African American,21.6602,58.97
1307702,17 years old,Male,11th,White,White,21.4746,68.04
925192,16 years old,Male,10th,Black or African American,Black or African American,24.6244,78.02
1304743,15 years old,Male,9th,NA,NA,19.992699999999996,54.43
404252,15 years old,Female,10th,All other races,Multiple - Non-Hispanic,19.3045,55.790000000000006
265246,15 years old,Female,10th,All other races,Asian,NA,NA
1309850,18 years old or older,Male,12th,White,White,21,68.04
1107814,17 years old,Female,10th,White,White,21.6602,58.97
265426,15 years old,Female,NA,Hispanic/Latino,Hispanic/Latino,NA,NA
1309248,18 years old or older,Male,11th,Black or African American,Black or African American,35.81159999999999,129.28
41973,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
263601,18 years old or older,Male,10th,White,White,NA,NA
504473,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,21.7731,66.67999999999999
271802,18 years old or older,Female,12th,All other races,NA,NA,NA
1095140,14 years old,Male,9th,Black or African American,Black or African American,23.1882,69.4
1309570,18 years old or older,Male,12th,Black or African American,Black or African American,27.642699999999998,99.79
1106165,16 years old,Female,10th,White,White,NA,NA
1095105,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,24.5201,83.92
1108934,18 years old or older,Female,12th,White,White,20.375,52.160000000000004
1313076,16 years old,Female,10th,White,White,20.089299999999998,56.7
32071,15 years old,Male,10th,White,White,NA,NA
1095125,14 years old,Male,9th,Black or African American,Black or African American,NA,NA
1104296,15 years old,Female,9th,Black or African American,Black or African American,19.7669,55.790000000000006
328889,18 years old or older,Male,12th,Black or African American,Black or African American,27.6991,94.8
1307135,16 years old,Male,9th,White,White,29.6566,80.74000000000001
1095612,15 years old,Male,10th,Black or African American,Black or African American,29.2574,97.98
37045,14 years old,Female,11th,All other races,NA,NA,NA
922432,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,18.048399999999997,52.160000000000004
321485,12 years old or younger,Male,11th,Black or African American,Black or African American,24.107100000000003,68.04
1313333,16 years old,Female,10th,White,White,18.833900000000003,54.43
1106206,16 years old,Female,11th,Black or African American,Black or African American,25.608800000000002,68.04
