country,population,four_regions,eight_regions,six_regions,WorldRegions,Measures,Values
Latvia,2090000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,98.3
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,4.46
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,3340
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3130
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,15700
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,79
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Lebanon,4590000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,90.4
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,1.13
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2550
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,2500
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,47.5
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Lesotho,2060000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,70.2
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.219
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2250
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,734
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,61.4
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Liberia,4070000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,67.8
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,CO2emissions,6.41
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,ElectricityUsePP,2860
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,FoodSupplykcPPD,NA
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,IncomePP,11200
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,LifeExpectancyYrs,61
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,FemaleLiteracyRate,83.3
Libya,6190000,africa,africa_north,middle_east_north_africa,Africa,WaterSourcePrct,96.8
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,CO2emissions,1.31
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,NA
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,NA
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,IncomePP,NA
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,NA
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Liechtenstein,36300,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.48
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,3530
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3410
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,IncomePP,22900
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,73.5
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.7
Lithuania,3080000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,95.8
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,CO2emissions,21
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,15600
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3530
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,IncomePP,92000
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,81.5
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Luxembourg,520000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,99.9
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.54
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,3880
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,2910
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,IncomePP,11600
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,74.2
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,96
"Macedonia, FYR",2070000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,96.7
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.108
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2090
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1370
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,61.1
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Madagascar,21700000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,46.6
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0756
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2350
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1050
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,54.5
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Malawi,15600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,63
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,7.7
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,4100
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2890
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,21800
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,74.6
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Malaysia,28600000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,96.8
Maldives,375000,asia,asia_west,south_asia,Asia,CO2emissions,2.63
Maldives,375000,asia,asia_west,south_asia,Asia,ElectricityUsePP,NA
Maldives,375000,asia,asia_west,south_asia,Asia,FoodSupplykcPPD,2750
Maldives,375000,asia,asia_west,south_asia,Asia,IncomePP,11100
Maldives,375000,asia,asia_west,south_asia,Asia,LifeExpectancyYrs,78.3
Maldives,375000,asia,asia_west,south_asia,Asia,FemaleLiteracyRate,NA
Maldives,375000,asia,asia_west,south_asia,Asia,WaterSourcePrct,98.1
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0673
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2830
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1880
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,60
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,24.6
Mali,15500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,67.7
Malta,418000,europe,europe_west,europe_central_asia,Europe,CO2emissions,6.07
Malta,418000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,4870
Malta,418000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3370
Malta,418000,europe,europe_west,europe_central_asia,Europe,IncomePP,28600
Malta,418000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.4
Malta,418000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Malta,418000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.95
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,3500
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,63.9
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Marshall Islands,52500,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,78.5
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.644
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2810
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,3370
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,68.6
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,52
Mauritania,3720000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,65.8
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,3.13
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,2030
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,3060
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,16600
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,73.8
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,86.7
Mauritius,1250000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,99.8
Mexico,119000000,americas,america_north,america,Americas,CO2emissions,4.07
Mexico,119000000,americas,america_north,america,Americas,ElectricityUsePP,2150
Mexico,119000000,americas,america_north,america,Americas,FoodSupplykcPPD,3030
Mexico,119000000,americas,america_north,america,Americas,IncomePP,15900
Mexico,119000000,americas,america_north,america,Americas,LifeExpectancyYrs,75.8
Mexico,119000000,americas,america_north,america,Americas,FemaleLiteracyRate,92.3
Mexico,119000000,americas,america_north,america,Americas,WaterSourcePrct,96
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.17
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,3410
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,65.4
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
"Micronesia, Fed. Sts.",103000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,88.7
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,CO2emissions,1.24
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,1470
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,2700
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,IncomePP,4180
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,71.5
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,98.5
Moldova,4080000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,86.1
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,7.79
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,1500
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2450
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,8880
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,66.6
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,97.9
Mongolia,2760000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,79.2
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.11
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,5740
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3480
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,IncomePP,14500
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,76.4
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,97.6
Montenegro,625000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,96.2
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,CO2emissions,1.76
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,ElectricityUsePP,824
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,FoodSupplykcPPD,3350
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,IncomePP,6690
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,LifeExpectancyYrs,73.8
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,FemaleLiteracyRate,57.6
Morocco,32900000,africa,africa_north,middle_east_north_africa,Africa,WaterSourcePrct,78.3
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.129
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,441
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2260
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,955
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,55
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Mozambique,24900000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,40.4
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.283
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,156
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2530
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,3900
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,67.4
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,90.4
Myanmar,50600000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,64.2
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,1.28
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,1570
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2090
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,8720
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,60.1
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Namibia,2220000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,78.2
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,3.95
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,7340
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,NA
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Nauru,10200,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,99.4
Nepal,27300000,asia,asia_west,south_asia,Asia,CO2emissions,0.202
Nepal,27300000,asia,asia_west,south_asia,Asia,ElectricityUsePP,115
Nepal,27300000,asia,asia_west,south_asia,Asia,FoodSupplykcPPD,2610
Nepal,27300000,asia,asia_west,south_asia,Asia,IncomePP,2030
Nepal,27300000,asia,asia_west,south_asia,Asia,LifeExpectancyYrs,68.7
Nepal,27300000,asia,asia_west,south_asia,Asia,FemaleLiteracyRate,46.7
Nepal,27300000,asia,asia_west,south_asia,Asia,WaterSourcePrct,85.7
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,CO2emissions,10.4
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,7060
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3210
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,IncomePP,46100
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.9
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Netherlands,16700000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,7.13
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,9460
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,3140
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,32700
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,81
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
New Zealand,4420000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,100
Nicaragua,5810000,americas,america_north,america,Americas,CO2emissions,0.84
Nicaragua,5810000,americas,america_north,america,Americas,ElectricityUsePP,537
Nicaragua,5810000,americas,america_north,america,Americas,FoodSupplykcPPD,2540
Nicaragua,5810000,americas,america_north,america,Americas,IncomePP,4230
Nicaragua,5810000,americas,america_north,america,Americas,LifeExpectancyYrs,77.5
Nicaragua,5810000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
Nicaragua,5810000,americas,america_north,america,Americas,WaterSourcePrct,81.7
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0778
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,47.5
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2530
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,802
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,59.3
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Niger,17100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,43.6
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.588
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,150
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2710
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,5260
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,61.3
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Nigeria,163000000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,62.1
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.94
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,655
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2100
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,1400
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,70.2
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
North Korea,24700000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,99.6
Norway,4950000,europe,europe_west,europe_central_asia,Europe,CO2emissions,9.13
Norway,4950000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,23500
Norway,4950000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3490
Norway,4950000,europe,europe_west,europe_central_asia,Europe,IncomePP,62100
Norway,4950000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,81.2
Norway,4950000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Norway,4950000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,16.7
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,5880
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3080
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,42100
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,76.4
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Oman,3240000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,85.7
Pakistan,174000000,asia,asia_west,south_asia,Asia,CO2emissions,0.93
Pakistan,174000000,asia,asia_west,south_asia,Asia,ElectricityUsePP,455
Pakistan,174000000,asia,asia_west,south_asia,Asia,FoodSupplykcPPD,2430
Pakistan,174000000,asia,asia_west,south_asia,Asia,IncomePP,4310
Pakistan,174000000,asia,asia_west,south_asia,Asia,LifeExpectancyYrs,65.8
Pakistan,174000000,asia,asia_west,south_asia,Asia,FemaleLiteracyRate,NA
Pakistan,174000000,asia,asia_west,south_asia,Asia,WaterSourcePrct,88.7
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,12.3
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,13000
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,NA
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Palau,20600,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,98.1
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,0.538
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,NA
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,NA
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,2670
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,72.1
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,92.6
Palestine,4180000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,87.9
Panama,3710000,americas,america_north,america,Americas,CO2emissions,2.72
Panama,3710000,americas,america_north,america,Americas,ElectricityUsePP,1820
Panama,3710000,americas,america_north,america,Americas,FoodSupplykcPPD,2650
Panama,3710000,americas,america_north,america,Americas,IncomePP,16900
Panama,3710000,americas,america_north,america,Americas,LifeExpectancyYrs,77.9
Panama,3710000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
Panama,3710000,americas,america_north,america,Americas,WaterSourcePrct,93.3
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.733
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,2260
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,59
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,59.4
Papua New Guinea,7270000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,36.6
Paraguay,6290000,americas,america_south,america,Americas,CO2emissions,0.845
Paraguay,6290000,americas,america_south,america,Americas,ElectricityUsePP,1280
Paraguay,6290000,americas,america_south,america,Americas,FoodSupplykcPPD,2610
Paraguay,6290000,americas,america_south,america,Americas,IncomePP,7510
Paraguay,6290000,americas,america_south,america,Americas,LifeExpectancyYrs,74.1
Paraguay,6290000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Paraguay,6290000,americas,america_south,america,Americas,WaterSourcePrct,92.9
Peru,29800000,americas,america_south,america,Americas,CO2emissions,1.67
Peru,29800000,americas,america_south,america,Americas,ElectricityUsePP,1240
Peru,29800000,americas,america_south,america,Americas,FoodSupplykcPPD,2630
Peru,29800000,americas,america_south,america,Americas,IncomePP,10400
Peru,29800000,americas,america_south,america,Americas,LifeExpectancyYrs,78.1
Peru,29800000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Peru,29800000,americas,america_south,america,Americas,WaterSourcePrct,87.6
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.897
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,645
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2570
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,5710
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,69.2
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Philippines,95300000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,89.3
